string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_9,string_field_10,DistCoast,DistLakeMal,DistRuk,DistTang,DistVik,DistCoast1,DistMal1,DistRuk1,DistTang1,DistVik1,Distance,tolink
R7gKjuhTRrV,Well Point Dispensary,Well Point Dispensary,110919-8,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.705694,-3.40508]",312.4589909,735.0319805,688.3033912,785.7981728,343.6648462,,,,,,312.4589909,
VN8Jjz61jOE,AAR Arusha City Dispensary,AAR Arusha City Dispensary,100029-8,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,,"[36.7018,-3.37317]",314.4659613,738.0969627,690.7039792,787.212225,341.9580017,,,,,,314.4659613,
kIZQN2D1ekK,Devine grace dental Klinic. ,Devine grace dental Klinic. ,110922-2,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Clinics,"[36.705909,-3.393762]",313.010084,736.1892377,689.2690678,786.4511761,343.2209352,,,,,,313.010084,
gDcTrVWcaex,JMS dispensary,JMS dispensary,111491-7,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,,"[36.68959,-3.36536]",316.0686821,738.3529594,690.48337,786.4839142,340.3794735,,,,,,316.0686821,
xd2Rxi91ZTD,Kanaan Dispensary,Kanaan Dispensary,111489-1,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,,"[36.65923,-3.37746]",318.4470727,735.7959619,687.2830261,782.8995107,337.7351339,,,,,,318.4470727,
vdhmdacr3FO,ZAAC Daraja11 Dispensary,ZAAC Daraja11 Dispensary,108395-5,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.69234,-3.38357]",314.8671525,736.6243904,689.1468334,785.722499,341.4029874,,,,,,314.8671525,
fRzkZyPlPaU,Neema  Dispensary,Neema  Dispensary,109654-4,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.68055,-3.3722]",316.6091434,737.2616586,689.2568415,785.2340844,339.7216235,,,,,,316.6091434,
vB38tTn5YGm,Huruma Kimandolu Dispensary,Huruma Kimandolu Dispensary,101419-0,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.6582,-3.41899]",316.4782408,731.5276824,683.7052523,780.4667809,339.3624982,,,,,,316.4782408,
n7TEJsHmWDd,Bama Beba Dispensary,Bama Beba Dispensary,104200-1,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.681,-3.36686]",316.8376038,737.8240919,689.7397891,785.5782019,339.5515034,,,,,,316.8376038,
Y8rGS7kiOav,Ithnaasher Hospital,Ithnaasher Hospital,101463-8,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Hospital,"[36.69015,-3.36169]",316.2022059,738.7503863,690.8331854,786.7444087,340.2896422,,,,,,316.2022059,
zd1wO4UoL3f,Samarithani Dispensary,Samarithani Dispensary,110462-9,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.6585,-3.41022]",316.881284,732.4323055,684.4657079,780.9867963,339.022789,,,,,,316.881284,
B4xeYH1Bh44,Winner dental klinic,Winner dental klinic,110920-6,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Clinics,"[36.674802,-3.372377]",317.1670259,736.9921712,688.8291674,784.6745896,339.1348899,,,,,,317.1670259,
JraJ1Bp0ZAY,Olasiti SDA Dispensary,Olasiti SDA Dispensary,110569-1,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.64686,-3.40172]",318.458781,732.7892895,684.3465721,780.3498414,337.4690345,,,,,,318.458781,
TKGFxisQtcd,Cogi Esso Dispensary,Cogi Esso Dispensary,100919-0,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.674,-3.38247]",316.7340104,735.9311091,687.9198725,784.0292802,339.4648328,,,,,,316.7340104,
mcSNtlO2X3M,Imani Arusha Dispensary,Imani Arusha Dispensary,110996-6,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.674077,-3.382417]",316.7290829,735.9398659,687.929876,784.0396287,339.470602,,,,,,316.7290829,
wahSKrGd1v8,Glory Dispensary,Glory Dispensary,101224-4,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.697168,-3.361671]",315.5126862,739.0605015,691.3392248,787.4163589,341.0155148,,,,,,315.5126862,
yxDguaBESrz,Moshono Dispensary,Moshono Dispensary,105312-3,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.7301,-3.40497]",310.0529159,736.129478,690.0820828,788.1467858,346.1771149,,,,,,310.0529159,
hgqiYpjjCGK,Migungani Dispensary,Migungani Dispensary,104882-6,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.94349,-3.56084]",281.1100141,730.4379478,693.1427804,800.4067964,374.6604556,,,,,,281.1100141,
Fw7YZAASKel,Zac Mianzini dispensary,Zac Mianzini dispensary,109693-2,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.68375,-3.36148]",316.8427063,738.491282,690.3913378,786.1446345,339.6187419,,,,,,316.8427063,
rQCXeEZ2Hu2,Olasiti Amani Cogi Dispensary,Olasiti Amani Cogi Dispensary,110831-5,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.65603,-3.41753]",316.7660357,731.5811779,683.6720051,780.3405679,339.0779018,,,,,,316.7660357,
FDpsVCkyrtX,Highway Dispensary,Highway Dispensary,110723-4,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.685279,-3.372904]",316.1070006,737.3973867,689.5372939,785.6466298,340.238983,,,,,,316.1070006,
jNAny7XRnDb,St. Michael  Dispensary,St. Michael  Dispensary,107613-2,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.683,-3.37752]",316.0964815,736.8284382,688.984234,785.1687794,340.1913961,,,,,,316.0964815,
FxkvwFQBteg,Okoa Dispensary,Okoa Dispensary,106886-5,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.71953261,-3.39295157]",311.7070627,736.8758679,690.3227234,787.8027326,344.5942981,,,,,,311.7070627,
rfo2Eqny4zf,Shalom Dispensary,Shalom Dispensary,111255-6,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.706589,-3.40854]",312.1962447,734.7208858,688.0779281,785.6910216,343.9003209,,,,,,312.1962447,
IDW9Eez19K6,Holly Family Dispensary,Holly Family Dispensary,101379-6,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.70756,-3.41223]",311.9147071,734.3899328,687.8388413,785.5785333,344.1534702,,,,,,311.9147071,
OEL2xs4Ugpb,St. Veronica Dispensary,St. Veronica Dispensary,107639-7,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.67221,-3.36668]",317.7130379,737.4582181,689.1243399,784.7483909,338.635385,,,,,,317.7130379,
FX9ABe3SEwA,Cogi Kijenge Dispensary,Cogi Kijenge Dispensary,100912-5,Arusha City Council,lgZ6HfZaj3f,YtVMnut7Foe,Arusha Region,Dispensary,"[36.7067,-3.37891]",313.6892368,737.730799,690.5743804,787.3589933,342.6970862,,,,,,313.6892368,
V3M4iH3HeMg,Halla Dispensary,Halla Dispensary,101303-6,Babati Town Council,cnsiTXSJqqF,qg5ySBw9X5l,Manyara Region,Dispensary,"[35.82146,-4.26719]",374.1979208,610.6075524,552.1295008,653.7329437,314.0954924,,,,,,314.0954924,
SX8BkLJtbNm,Genndi Dispensary,Genndi Dispensary,111178-0,Babati Town Council,cnsiTXSJqqF,qg5ySBw9X5l,Manyara Region,Dispensary,"[35.748538,-4.248225]",382.4923687,610.0526391,548.6561785,647.5336896,306.9404602,,,,,,306.9404602,
OoRuaIClzOx,Himiti Dispensary,Himiti Dispensary,111179-8,Babati Town Council,cnsiTXSJqqF,qg5ySBw9X5l,Manyara Region,Dispensary,"[35.741462,-4.313072]",380.3690091,602.9903042,542.5817661,643.5139861,311.6120999,,,,,,311.6120999,
MA0VmQnPn0K,Menonite  Kagongwa  Dispensary,Menonite Disp,104733-1,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.76122,-3.87465]",706.9214302,637.1385014,403.7419613,348.6220396,90.44327175,,,,,,90.44327175,
znSiIRTCC1l,Barrick Buzwagi Clinic,Barrick Buzwagi Clinic,100329-2,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Health Center,"[32.671715,-3.848421]",717.2710047,642.2164174,403.971543,339.3585793,88.36933711,,,,,,88.36933711,
DnmcuW7lIkd,Nyakato Dispensary,Nyakato Dispensary,106669-5,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.61068,-3.83477]",724.1826674,645.2964227,403.823515,332.9872843,88.08909151,,,,,,88.08909151,
KL7gTs3OjRP,Kwema Primary School Dispensary,Kwema Dispensary,103405-7,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Health Center,"[32.61258,-3.83477]",723.9821514,645.2452361,403.8720606,333.1943484,88.04366274,,,,,,88.04366274,
OAOpQpJYNQB,Community KMT Dispensary,Community KMT Dispensary,110144-3,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.59922,-3.830662]",725.533736,646.0469989,403.975346,331.8268397,87.93129468,,,,,,87.93129468,
pvya55D4Ldl,Florida KMT Dispensary,Florida KMT Dispensary,110156-7,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.613328,-3.826461]",724.190289,646.1165699,404.7853234,333.454424,87.12845652,,,,,,87.12845652,
RpBBKPqQdjd,Igalilimi Dispensary,Igalilimi Dispensary,110211-0,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.59731,-3.82874]",725.8015915,646.3049495,404.1343663,331.6603534,87.77396297,,,,,,87.77396297,
GHtBb48aDOM,Menonite  Nyihogo Dispensary,Menonite  Nyihogo Dispensary,104738-0,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.59016,-3.83673]",726.2812644,645.6432567,403.094647,330.709229,88.82066568,,,,,,88.82066568,
Tipp6nJ3H0F,Majengo  Dispensary,Majengo  Dispensary,104054-2,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Health Center,"[32.59817,-3.82583]",725.8113098,646.5936185,404.4694141,331.8172081,87.43875862,,,,,,87.43875862,
uP35mE4DDRD,BAKWATA Majengo Dispensary,BAKWATA Majengo Dispensary,100232-8,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.60182,-3.82569]",725.4310384,646.5096903,404.576309,332.217748,87.32974514,,,,,,87.32974514,
IbfoGq4lV4P,Dr Chunga Dispensary,Dr Chunga Dispensary,101004-0,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.60375,-3.83107]",725.0416048,645.8804678,404.0457104,332.3115415,87.8602387,,,,,,87.8602387,
PG29pMvS66D,Tumain Dispensary,Tumain Dispensary,110138-5,Kahama Town Council,AiyppObGUqI,EO3Ps3ny0Nr,Shinyanga Region,Dispensary,"[32.60239,-3.81415]",725.7708595,647.731958,405.83353,332.5330476,86.0735183,,,,,,86.0735183,
OuwitBEzvtg,Nyansha Life Cycle Dispensary,Nyansha Life Cycle Dispensary,106786-7,Kasulu Town Council,IfQ2Sjbfdme,RD96nI1JXVV,Kigoma Region,Dispensary,"[30.131186,-4.5]",973.1311241,699.2647175,365.3978162,52.02634698,258.2901667,,,,,,52.02634698,
oF1z55H9ATe,SDA Dispensary,SDA Dispensary,107337-8,Kasulu Town Council,IfQ2Sjbfdme,RD96nI1JXVV,Kigoma Region,Dispensary,"[30.09829,-4.57398]",975.2947953,694.9927214,359.791205,49.46482639,266.6630865,,,,,,49.46482639,
S1pZweQChDr,Muzdalifa Dispensary,Muzdalifa Dispensary,105747-0,Kasulu Town Council,IfQ2Sjbfdme,RD96nI1JXVV,Kigoma Region,Dispensary,"[30.11073,-4.58055]",973.8108101,693.5729691,358.5082378,50.90587457,266.2170585,,,,,,50.90587457,
ee8lpkabkwr,Marumba  Psychiatric Unit,Marumba  Psychiatric Unit,109190-9,Kasulu Town Council,IfQ2Sjbfdme,RD96nI1JXVV,Kigoma Region,Dispensary,"[30.00219,-4.67094]",984.0497457,693.2076274,355.5316357,40.5828653,281.7845731,,,,,,40.5828653,
YagqcjV4Arm,Magereza Dispensary,Magereza Dispensary,108508-3,Kasulu Town Council,IfQ2Sjbfdme,RD96nI1JXVV,Kigoma Region,Dispensary,"[30.09202,-4.5612]",976.2222198,696.5359519,361.3659353,48.66954916,266.1477918,,,,,,48.66954916,
qOLDRSyzdJ3,Kibondeni Dispensary,Kibondeni Dispensary,102617-8,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[38.92532,-6.75642]",30.45702698,604.4964314,684.9179745,876.7364929,753.4225421,,,,,,30.45702698,
WOb7HsVk7W7,Access Dispensary,Access Dispensary,110005-6,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[38.9324,-6.75485]",29.78339094,605.2286196,685.7183674,877.5379076,753.8970559,,,,,,29.78339094,
dBbjFfCu4wW,Kellen Dispensary,Kellen Dispensary,108441-7,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[38.98859,-6.78148]",27.51171771,608.496524,690.9066316,882.8540334,760.5138043,,,,,,27.51171771,
yFc3UzRq3PJ,Mailimoja Dispensary,Mailimoja Dispensary,110110-4,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[38.99374,-6.78356]",27.22028146,608.8223898,691.3941834,883.3518311,761.0942957,,,,,,27.22028146,
qlllf36DdXL,CRC Dispensary,CRC Dispensary,110024-7,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[38.98839,-6.77821]",27.30044563,608.6911141,690.9817535,882.9191722,760.2597694,,,,,,27.30044563,
ysqyTlEr70O,Ndalenyi Dental,Ndalenyi Dental,106235-5,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,,"[-6.78068,38.9916]",27.19897132,608.8177982,691.2509192,883.1982802,760.7067826,,,,,,27.19897132,
BnksSP0KP5p,Burere Health Center,Burere Health Center,100006-6,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Health Center,"[38.92455,-6.76108]",30.882765,604.121174,684.6957359,876.5283451,753.6982983,,,,,,30.882765,
k1tdxCEM5In,Bhoke Dispensary,Bhoke Dispensary,100357-3,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[38.95438,-6.76615]",29.1009793,606.4420648,687.7180916,879.5913353,756.5490363,,,,,,29.1009793,
HRuhA2Yufi2,Arafa Dispensary,Arafa Dispensary,100267-4,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[38.90674,-6.75084]",31.49305843,603.2166142,683.110917,874.8957116,751.4715494,,,,,,31.49305843,
MbNv7ruC099,Life Care,Life Care,110027-0,Kibaha Town Council,QekURU8eIU0,yyW17iCz9As,Pwani Region,Dispensary,"[-6.782,38.99583]",26.93231454,609.1107045,691.6627877,883.6174047,761.1554541,,,,,,26.93231454,
i8nfDFOS2NX,Tumaini Dispensary,Tumaini Dispensary,111001-4,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Dispensary,"[35.78773,-4.90754]",352.1583457,542.6785501,496.8334885,620.8424364,365.5764117,,,,,,352.1583457,
UOVvDJuc9Ar,TAYMA Dispensary,TAYMA Dispensary,111313-3,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,,"[35.78043,-4.90778]",352.9233623,542.3675389,496.2496013,620.0806528,365.1172751,,,,,,352.9233623,
R9etO8RomVM,Kondoa Lutheran Dispensary,Kondoa Lutheran Dispensary,103298-6,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Dispensary,"[35.795686,-4.914842]",351.0756387,542.2369865,496.8727158,621.3636613,366.7502838,,,,,,351.0756387,
IcFaKoGrovU,Kingale Dispensary,Kingale Dispensary,102944-6,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Dispensary,"[35.767199,-5.052608]",349.9126819,526.8816619,483.8518683,612.9428091,377.2976711,,,,,,349.9126819,
JVR7od8XQXz,Shamajala Dispensary,Shamajala Dispensary,107385-7,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Dispensary,"[35.778018,-4.898581]",353.4825354,543.2253202,496.7930668,620.2105336,364.1396061,,,,,,353.4825354,
AGxDTrUA4R1,Mongoroma Dispensary,Mongoroma Dispensary,105292-7,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Dispensary,"[35.658239,-4.926197]",365.3046441,535.8124538,485.4101138,606.7476828,358.9305821,,,,,,358.9305821,
UxPoanN7WO8,Bolisa Dispensary,Bolisa Dispensary,100392-0,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Dispensary,"[35.813142,-4.816344]",352.630256,553.1087255,506.0471313,627.2533447,359.2349009,,,,,,352.630256,
JB3r5K5L2fd,Kolo Dispensary,Kolo Dispensary,103283-8,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Dispensary,"[35.8566,-4.72083]",351.709441,564.6928304,517.0280293,635.80074,353.9886529,,,,,,351.709441,
IzYp0MNy1j1,Kondoa District  Hospital,Kondoa District  Hospital,103297-8,Kondoa Town Council,tn4J9iYIv7I,Cpd5l15XxwA,Dodoma Region,Hospital,"[35.7952,-4.90417]",351.4791605,543.3208222,497.6788013,621.7500811,365.7700503,,,,,,351.4791605,
OCQWddJdTIy,Victoria Dispensary,Victoria Dispensary,111217-6,Masasi Town Council,tLzrq5IZ23W,bN5q5k5DgLA,Mtwara Region,Dispensary,"[38.819478,-10.720139]",127.1229321,430.6230991,690.569518,864.5396098,1078.309431,,,,,,127.1229321,
Zi5p4aBOyNj,Dr. Mwambe Health Center,Dr. Mwambe Health Center,101018-0,Masasi Town Council,tLzrq5IZ23W,bN5q5k5DgLA,Mtwara Region,Health Center,"[38.80922,-10.73775]",129.2355846,429.130225,690.2032258,863.9240531,1079.132943,,,,,,129.2355846,
VrM3B1gW0js,Dr. Chikumba Dispensary,Dr. Chikumba Dispensary,100806-9,Masasi Town Council,tLzrq5IZ23W,bN5q5k5DgLA,Mtwara Region,Dispensary,"[38.8056,-10.73525]",129.3600555,428.7978178,689.7351694,863.4725931,1078.67001,,,,,,129.3600555,
PXKYvLBFo5i,Makatani Dispensary,Makatani Dispensary,104095-5,Mbinga Town Council,lUB72k7eAQ3,ZYYX8Q9SGoV,Ruvuma Region,Dispensary,"[35.033445,-11.126696]",527.1503974,30.46653075,370.3587159,496.305025,926.3998754,,,,,,30.46653075,
WNIAB86SYB0,TAIFO Dispensary,TAIFO Dispensary,107715-5,Mbinga Town Council,lUB72k7eAQ3,ZYYX8Q9SGoV,Ruvuma Region,Dispensary,"[34.9962,-10.94521]",526.8322219,34.92972811,352.2561161,482.5597605,905.9742981,,,,,,34.92972811,
kwTcL8NqFSH,Masimeli Dispensary,Masimeli Dispensary,111201-0,Mbinga Town Council,lUB72k7eAQ3,ZYYX8Q9SGoV,Ruvuma Region,Dispensary,"[35.161795,-10.937632]",508.9227358,52.88313871,363.5687868,497.9474619,910.2752421,,,,,,52.88313871,
pKdYXWH4Wte,Rehema Rural Health Center,Rehema Rural Health Center,107078-8,Newala Town Council,tCJrHeEyDkg,bN5q5k5DgLA,Mtwara Region,Health Center,"[39.2669,-10.9402]",116.5417435,474.6256034,744.9363071,917.963452,1128.115093,,,,,,116.5417435,
YHbweDcu1FG,Mors Haritage Dispensary,Mors Haritage Dispensary,111011-3,Njombe Town Council,QUTWca9YxNb,qarQhOt2OEh,Njombe Region,Dispensary,"[34.765714,-9.339656]",507.068785,66.81909235,221.4442272,397.9643987,728.6089146,,,,,,66.81909235,
bLGsuQFPcRv,Kibumaye Dispensary,Kibumaye Dispensary,102625-1,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.41807,-1.37495]",646.5923865,898.7935838,726.8615872,605.7690041,48.05890018,,,,,48.05890018,48.05890018,
Hwr8ftklbor,Sachita Dispensary,Sachita Dispensary,107221-4,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.37213,-1.34194]",652.8732849,902.2178073,728.1905582,602.3724871,42.81609675,,,,,42.81609675,42.81609675,
nMMUCKCh2w5,Tarime Goodwill Foundation Dispensary,TGF Dispensary,109898-7,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.37766,-1.34269]",652.3193402,902.1601471,728.3556716,602.9121426,43.43138838,,,,,43.43138838,43.43138838,
UUaMQDFkEK2,Tarime District Hospital,Tarime District Hospital,109895-3,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Hospital,"[34.36909,-1.34656]",652.862688,901.6936887,727.5879917,601.8675654,42.47950128,,,,,42.47950128,42.47950128,
WGrxl3iNet0,Magena Dispensary,Magena Dispensary,109917-5,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.40711,-1.30953]",651.7181195,905.9643341,733.0163852,607.3271249,44.75807531,,,,,44.75807531,44.75807531,
RmG6IyjN19M,Gamasara Dispensary,Gamasara Dispensary,101177-4,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Hospital,"[34.34,-1.3487]",655.4005354,901.3326175,726.1077805,598.7774113,39.24538017,,,,,39.24538017,39.24538017,
Qg9ykgX6jiK,Kenyamanyori Dispensary,Kenyamanyori Dispensary,109914-2,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.40572,-1.38419]",647.1477608,897.7101749,725.3763094,604.1159762,46.77683562,,,,,46.77683562,46.77683562,
C241SayquHS,Bikira Maria Dispensary,Bikira Maria Dispensary,100365-6,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.34444,-1.35619]",654.5257303,900.5232667,725.5366713,598.9251323,39.76131115,,,,,39.76131115,39.76131115,
Ce7jn0jxvUa,Tarime Goodwill F Health Center,Tarime Goodwill F Health Center,107774-2,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Health Center,"[34.383,-1.34747]",651.5301122,901.6567949,728.1032809,603.2660001,44.02849041,,,,,44.02849041,44.02849041,
NF70kzfinoV,Ronsoti Dispensary,Ronsoti Dispensary,107100-0,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.3718,-1.34202]",652.8985255,902.2074779,728.1680288,602.3351216,42.77934916,,,,,42.77934916,42.77934916,
TgTCutCj54i,SDA Tarime Dispensary ,SDA Tarime Dispensary ,107340-2,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.3807,-1.3435]",651.9899201,902.0846905,728.4062104,603.1924362,43.76973858,,,,,43.76973858,43.76973858,
rRS3aRiUYjW,Makonzo  Dispensary,Makonzo  Dispensary,107773-4,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[-1.34052,34.38]",652.2410661,902.4106765,728.6786106,603.2434208,43.69255518,,,,,,43.69255518,
BMxwIBVQsYz,Magereza Dispensary,Magereza Dispensary,109662-7,Tarime Town Council,Qp6ocX9ESSa,vYT08q7Wo33,Mara Region,Dispensary,"[34.37122,-1.34846]",652.5483505,901.4933439,727.4876094,602.0089041,42.71901342,,,,,42.71901342,42.71901342,
UZ2otstNDwt,Dr. Mwijage Dispensary,Dr. Mwijage Dispensary,101020-6,Bariadi Town Council,Yb483pDzzWj,IgTAEKMqKRe,Simiyu Region,Dispensary,"[33.99395,-2.79971]",615.9224476,740.2773007,563.9343313,512.5389709,62.8831126,,,,,,62.8831126,
YjDKi1qmYX3,Simiyu Vision Centre,Simiyu Vision Centre,110372-0,Bariadi Town Council,Yb483pDzzWj,IgTAEKMqKRe,Simiyu Region,Clinics,"[-2.80764,33.98415]",616.6293048,739.4078408,562.6734367,511.2133932,63.23337995,,,,,,63.23337995,
ZtHHEPKaKGh,Magereza Bariadi Dispensary,Magereza Bariadi Dispensary,100328-4,Bariadi Town Council,Yb483pDzzWj,IgTAEKMqKRe,Simiyu Region,Dispensary,"[34.0046,-2.75329]",616.6668959,745.4039972,569.0769871,515.4452404,58.50754224,,,,,,58.50754224,
RJxh0ivPBu9,MUHOJA KMT-DISPENSARY,MUHOJA KMT-DISPENSARY,110913-1,Bariadi Town Council,Yb483pDzzWj,IgTAEKMqKRe,Simiyu Region,,"[33.99395,-2.79971]",615.9224476,740.2773007,563.9343313,512.5389709,62.8831126,,,,,,62.8831126,
Z7rYeERavXi,Dr. Maduhu Dispensary,Dr. Maduhu Dispensary,101010-7,Bariadi Town Council,Yb483pDzzWj,IgTAEKMqKRe,Simiyu Region,Dispensary,"[33.98333,-2.80901]",616.6608797,739.2570459,562.4974524,511.0755344,63.25622026,,,,,,63.25622026,
vzkeEbx7Mpl,Mwanaleguma Dispensary,Mwanaleguma Dispensary,105897-3,Bariadi Town Council,Yb483pDzzWj,IgTAEKMqKRe,Simiyu Region,Dispensary,"[33.99191,-2.80237]",616.0296832,739.9845796,563.5711203,512.2244072,63.08398046,,,,,,63.08398046,
zSB9FglqvUW,Mpongano Pre-matenity Home,Mpongano Pre-matenity Home,111314-1,Bariadi Town Council,Yb483pDzzWj,IgTAEKMqKRe,Simiyu Region,,"[-2.64713,34.01635]",619.794381,757.1381139,580.251197,520.9296875,48.44113785,,,,,,48.44113785,
ue9rIDw3Sa2,Nshara Health Care Dispensary,Nshara Health Care Dispensary,110868-7,Hai District Council,MiLb81EwC7j,lnOyHhoLzre,Kilimanjaro Region,Dispensary,"[37.22777,-3.26799]",270.5178328,773.5035052,738.3741515,843.6872825,393.4391656,,,,,,270.5178328,
